日付,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD〜H以外
2015-07-03,2980,1203,1777,817,499,39,37,93,292
2015-07-04,3603,2038,1565,857,408,42,47,87,124
2015-07-05,5758,3483,2275,1378,544,37,64,154,98
2015-07-06,2224,1278,946,579,119,7,31,121,89
2015-07-07,1085,479,606,139,303,66,8,31,59
2015-07-08,2206,1024,1182,427,271,13,29,129,313
2015-07-09,2290,1036,1254,333,278,241,74,181,147
2015-07-10,3732,1062,2670,582,1675,4,37,119,253
2015-07-11,4298,2448,1850,959,373,101,83,108,226
2015-07-12,4264,2625,1639,887,360,46,104,105,137
2015-07-13,932,522,410,102,214,3,8,31,52
2015-07-14,1393,660,733,202,302,28,23,52,126
2015-07-15,1966,1093,873,361,22,236,26,119,109
2015-07-16,1772,962,810,314,15,198,35,135,113
2015-07-17,2808,1348,1460,573,553,3,19,129,183
2015-07-18,2742,1652,1090,548,213,23,34,87,185
2015-07-19,3594,2263,1331,695,361,58,47,103,67
2015-07-20,4636,2746,1890,947,561,76,62,180,64
2015-07-21,1431,754,677,240,239,25,23,86,64
2015-07-22,956,469,487,170,197,6,6,35,73
2015-07-23,1299,744,555,279,81,16,16,59,104
2015-07-24,1795,964,831,380,168,23,37,123,100
2015-07-25,3065,1271,1794,461,370,47,321,51,544
2015-07-26,2518,1481,1037,451,370,41,48,66,61
2015-07-27,2857,1528,1329,539,494,108,38,71,79
2015-07-28,2639,1340,1299,550,447,64,49,84,105
2015-07-29,2890,1424,1466,524,561,74,44,116,147
2015-07-30,2732,1299,1433,526,464,125,35,88,195
2015-07-31,2053,970,1083,394,397,63,33,74,122
2015-08-01,9311,5393,3918,1640,1678,150,124,184,142
2015-08-02,4584,2668,1916,885,692,104,59,114,62
2015-08-03,2844,1532,1312,441,560,64,29,123,95
2015-08-04,3033,1501,1532,611,636,52,46,109,78
2015-08-05,2066,1033,1033,363,445,35,47,51,92
2015-08-06,1899,1046,853,307,348,68,28,55,47
2015-08-07,2996,1524,1472,645,544,74,40,91,78
2015-08-08,10298,5812,4486,1943,1881,179,109,221,153
2015-08-09,5567,3210,2357,1151,735,130,85,130,126
2015-08-10,3416,1903,1513,614,614,62,38,111,74
2015-08-11,2222,1259,963,385,362,56,30,57,73
2015-08-12,3139,1805,1334,634,448,76,27,90,59
2015-08-13,9665,5626,4039,1904,1352,249,146,239,149
2015-08-14,10635,6444,4191,1890,1574,237,123,224,143
2015-08-15,9822,6092,3730,1660,1344,258,121,212,135
2015-08-16,4830,2848,1982,912,656,108,85,128,93
2015-08-17,4565,2449,2116,995,672,101,52,189,107
2015-08-18,905,493,412,142,130,24,11,20,85
2015-08-19,2642,1520,1122,565,223,70,35,116,113
2015-08-20,2553,1350,1203,534,203,156,24,189,97
2015-08-21,2669,1539,1130,653,183,55,27,128,84
2015-08-22,11289,6940,4349,2092,1490,194,164,225,184
2015-08-23,5149,3080,2069,1189,499,45,71,160,105
2015-08-24,2780,1418,1362,879,186,19,30,133,115
2015-08-25,3149,1355,1794,1018,406,21,38,117,194
2015-08-26,2789,1364,1425,720,355,47,19,98,186
2015-08-27,1640,523,1117,86,753,60,16,25,177
2015-08-28,2999,1284,1715,704,644,95,25,100,147
2015-08-29,9825,6024,3801,1887,1289,110,113,212,190
2015-08-30,4702,2799,1903,1128,505,36,57,97,80
2015-08-31,2199,1105,1094,610,270,0,33,61,120
2015-09-01,2899,1132,1767,1265,96,0,46,131,229
2015-09-02,1041,213,828,232,413,8,1,56,118
2015-09-03,2964,1021,1943,777,862,18,17,43,226
2015-09-04,2237,629,1608,741,619,2,0,10,236
2015-09-05,7673,4810,2863,1496,754,60,107,135,311
2015-09-06,4261,2582,1679,996,369,26,60,94,134
2015-09-07,3112,1190,1922,1279,188,46,31,122,256
2015-09-08,3868,1363,2505,620,1400,0,27,161,297
2015-09-09,3837,1062,2775,792,1488,1,36,81,377
2015-09-10,2379,849,1530,601,451,25,52,36,365
2015-09-11,3287,656,2631,673,1313,296,16,42,291
2015-09-12,6851,3623,3228,1216,603,63,72,93,1181
2015-09-13,795,549,246,53,77,13,14,21,68
2015-09-14,1555,672,883,493,196,0,19,54,121
2015-09-15,2454,578,1876,770,822,0,17,57,210
2015-09-16,2769,773,1996,732,918,11,21,93,221
2015-09-17,2733,524,2209,1055,814,0,31,56,253
2015-09-18,3531,764,2767,1144,1239,41,27,19,297
2015-09-19,3754,2366,1388,475,628,69,43,62,111
2015-09-20,4565,2774,1791,929,573,49,55,80,105
2015-09-21,7098,4211,2887,1591,793,71,112,207,113
2015-09-22,8808,4992,3816,2088,1024,117,134,329,124
2015-09-23,6563,3709,2854,1478,845,82,89,261,99
2015-09-24,2202,1029,1173,593,270,30,25,78,177
2015-09-25,4047,1194,2853,1571,825,3,47,71,336
2015-09-26,3182,1775,1407,695,341,33,60,84,194
2015-09-27,2622,1562,1060,540,316,28,33,80,63
2015-09-28,1239,443,796,217,413,80,8,14,64
2015-09-29,1909,412,1497,777,462,1,19,10,228
2015-09-30,1723,697,1026,712,13,17,26,88,170
2015-10-01,2155,650,1505,933,277,18,11,78,188
2015-10-02,564,273,291,38,190,0,14,8,41
2015-10-03,2969,1603,1366,784,316,19,51,65,131
2015-10-04,3014,1749,1265,671,289,34,38,89,144
2015-10-05,1808,771,1037,401,374,3,18,41,200
2015-10-06,3327,1335,1992,1180,352,13,27,149,271
2015-10-07,2990,1048,1942,1231,183,38,31,143,316
2015-10-08,270,115,155,4,37,26,1,1,86
2015-10-09,635,250,385,275,13,15,9,6,67
2015-10-10,4361,2572,1789,1098,443,35,43,100,70
2015-10-11,2262,1274,988,346,364,78,28,35,137
2015-10-12,3364,2033,1331,728,384,32,41,72,74
2015-10-13,905,404,501,346,84,0,11,14,46
2015-10-14,1315,561,754,423,53,58,16,35,169
2015-10-15,1830,686,1144,666,107,18,37,147,169
2015-10-16,3325,929,2396,1205,623,61,44,162,301
2015-10-17,5803,3269,2534,1499,552,28,91,245,119
2015-10-18,4836,2823,2013,1189,491,26,57,154,96
2015-10-19,1435,909,526,254,136,4,24,80,28
2015-10-20,368,215,153,38,56,12,5,8,34
2015-10-21,1426,830,596,340,21,25,18,85,107
2015-10-22,1226,685,541,303,10,33,14,98,83
2015-10-23,1668,844,824,311,129,106,31,147,100
2015-10-24,1527,922,605,183,211,32,28,55,96
2015-10-25,726,525,201,74,65,6,12,4,40
2015-10-26,1310,873,437,240,90,2,19,47,39
2015-10-27,879,556,323,203,19,2,12,59,28
2015-10-28,751,558,193,121,7,0,8,46,11
2015-10-29,621,435,186,121,5,5,8,23,24
2015-10-30,893,460,433,148,97,70,14,36,68
2015-10-31,1840,1046,794,290,257,24,36,59,128
2015-11-01,5563,3225,2338,1268,679,44,67,200,80
2015-11-02,2487,1451,1036,609,236,3,29,126,33
2015-11-03,7230,3984,3246,1778,911,41,100,277,139
2015-11-04,1736,962,774,354,147,1,20,217,35
2015-11-05,2089,1204,885,454,157,0,25,203,46
2015-11-06,1222,749,473,272,129,10,8,35,19
2015-11-07,2551,1552,999,486,345,12,23,62,71
2015-11-08,1361,880,481,194,175,10,22,24,56
2015-11-09,961,684,277,141,65,1,7,46,17
2015-11-10,210,180,30,9,5,0,2,9,5
2015-11-11,532,391,141,62,14,2,15,25,23
2015-11-12,859,604,255,151,4,14,7,53,26
2015-11-13,906,581,325,160,14,5,17,100,29
2015-11-14,1600,1059,541,282,160,10,21,44,24
2015-11-15,1078,731,347,133,124,21,19,15,35
2015-11-16,1799,1008,791,332,307,11,30,79,32
2015-11-17,545,395,150,91,11,0,13,24,11
2015-11-18,669,466,203,127,12,14,6,29,15
2015-11-19,608,429,179,86,8,30,12,31,12
2015-11-20,460,353,107,62,4,11,9,15,6
2015-11-21,1578,979,599,299,193,24,19,18,46
2015-11-22,3793,2361,1432,805,413,39,44,66,65
2015-11-23,3359,1979,1380,758,422,44,43,70,43
2015-11-24,178,125,53,11,19,0,3,11,9
2015-11-25,264,157,107,60,3,0,1,6,37
2015-11-26,273,211,62,41,4,0,1,6,10
2015-11-27,281,210,71,33,12,0,3,4,19
2015-11-28,744,505,239,89,66,7,15,12,50
2015-11-29,1419,922,497,285,115,13,24,20,40
2015-11-30,373,251,122,56,40,0,4,14,8
2015-12-01,294,226,68,35,13,1,2,6,11
2015-12-02,486,355,131,80,13,3,5,16,14
2015-12-03,252,187,65,45,8,0,0,3,9
2015-12-04,506,318,188,70,77,1,3,12,25
2015-12-05,955,657,298,139,79,10,3,18,49
2015-12-06,1826,1257,569,273,170,31,24,41,30
2015-12-07,439,346,93,43,22,3,6,13,6
2015-12-08,502,414,88,45,16,2,3,16,6
2015-12-09,522,358,164,80,19,6,8,28,23
2015-12-10,544,405,139,54,24,2,12,15,32
2015-12-11,423,309,114,57,27,4,1,4,21
2015-12-12,1731,1054,677,372,146,37,22,41,59
2015-12-13,2249,1398,851,482,227,15,36,37,54
2015-12-14,1032,704,328,229,27,5,9,34,24
2015-12-15,458,342,116,53,20,4,6,9,24
2015-12-16,421,283,138,80,15,3,4,26,10
2015-12-17,301,233,68,13,11,0,4,13,27
2015-12-18,326,266,60,26,15,2,2,12,3
2015-12-19,677,479,198,50,53,17,10,11,57
2015-12-20,1384,931,453,225,116,22,15,37,38
2015-12-21,436,329,107,59,24,4,4,11,5
2015-12-22,552,417,135,57,28,2,6,19,23
2015-12-23,1475,961,514,276,125,13,14,41,45
2015-12-24,863,618,245,125,51,8,10,27,24
2015-12-25,388,285,103,38,31,9,6,10,9
2015-12-26,863,627,236,84,97,10,11,19,15
2015-12-27,1449,960,489,233,171,21,15,12,37
2015-12-28,1176,851,325,130,130,17,11,14,23
2015-12-29,0,0,0,0,0,0,0,0,0
2015-12-30,0,0,0,0,0,0,0,0,0
2015-12-31,0,0,0,0,0,0,0,0,0
2016-01-01,6179,0,6179,607,447,61,0,329,4735
2016-01-02,6005,0,6005,780,570,80,0,366,4209
2016-01-03,7562,0,7562,1080,657,87,0,423,5315
2016-01-04,1485,940,545,272,154,23,18,57,21
2016-01-05,1125,678,447,189,168,22,13,33,22
2016-01-06,1090,623,467,186,141,22,23,43,52
2016-01-07,829,491,338,135,95,24,20,35,29
2016-01-08,788,384,404,145,149,23,8,23,56
2016-01-09,1813,1142,671,335,181,13,23,63,56
2016-01-10,2248,1430,818,418,253,23,30,48,46
2016-01-11,1904,1216,688,353,206,32,22,42,33
2016-01-12,667,303,364,138,153,16,15,19,23
2016-01-13,820,476,344,102,165,11,6,27,33
2016-01-14,899,444,455,199,144,14,22,32,44
2016-01-15,553,359,194,73,71,0,3,25,22
2016-01-16,1556,1126,430,227,112,9,17,35,30
2016-01-17,1826,1152,674,340,191,13,27,53,50
2016-01-18,596,323,273,98,95,11,12,32,25
2016-01-19,444,326,118,33,49,0,8,8,20
2016-01-20,564,324,240,171,21,0,7,11,30
2016-01-21,335,245,90,42,12,1,2,12,21
2016-01-22,533,259,274,67,141,1,4,11,50
2016-01-23,1433,959,474,233,119,10,32,33,47
2016-01-24,1814,1137,677,371,202,16,16,40,32
2016-01-25,484,319,165,106,22,3,4,7,23
2016-01-26,444,354,90,46,17,0,4,18,5
2016-01-27,504,365,139,83,12,1,5,14,24
2016-01-28,928,328,600,513,21,2,2,12,50
2016-01-29,715,325,390,265,16,42,22,24,21
2016-01-30,1241,812,429,229,136,15,13,18,18
2016-01-31,1713,1055,658,354,179,9,24,32,60
2016-02-01,595,353,242,150,13,5,5,18,51
2016-02-02,896,637,259,167,32,4,5,26,25
2016-02-03,576,455,121,47,16,0,9,36,13
2016-02-04,768,584,184,98,27,5,13,18,23
2016-02-05,775,487,288,199,27,3,4,19,36
2016-02-06,3913,0,3913,639,496,28,0,121,2629
2016-02-07,4985,0,4985,1017,591,25,0,144,3208
2016-02-08,1080,751,329,205,36,4,13,23,48
2016-02-09,1003,724,279,199,24,2,5,22,27
2016-02-10,793,413,380,188,135,5,2,5,45
2016-02-11,2940,1821,1119,609,342,13,43,56,56
2016-02-12,1315,898,417,281,34,6,14,42,40
2016-02-13,1587,1154,433,210,144,12,15,19,33
2016-02-14,850,635,215,91,68,13,7,15,21
2016-02-15,623,399,224,185,10,2,4,9,14
2016-02-16,919,453,466,313,54,0,8,25,66
2016-02-17,724,412,312,240,8,0,5,20,39
2016-02-18,1061,426,635,523,8,3,6,32,63
2016-02-19,725,468,257,189,15,0,3,26,24
2016-02-20,1958,1202,756,420,184,17,27,40,68
2016-02-21,1328,853,475,239,122,20,17,25,52
2016-02-22,752,474,278,201,9,0,7,26,35
2016-02-23,412,335,77,36,12,1,1,12,15
2016-02-24,353,297,56,38,2,0,3,8,5
2016-02-25,580,452,128,89,4,4,4,18,9
2016-02-26,482,403,79,28,15,1,6,18,11
2016-02-27,1465,972,493,277,115,4,16,43,38
2016-02-28,2212,1415,797,444,206,17,31,47,52
2016-02-29,351,312,39,20,5,0,3,5,6
2016-03-01,299,267,32,14,1,1,0,0,16
2016-03-02,523,422,101,61,5,1,7,14,13
2016-03-03,461,406,55,26,7,4,5,8,5
2016-03-04,543,426,117,71,4,6,7,22,7
2016-03-05,2361,1490,871,497,230,18,21,60,45
2016-03-06,707,496,211,106,46,7,7,12,33
2016-03-07,995,631,364,287,5,1,15,30,26
2016-03-08,758,608,150,80,8,1,16,30,15
2016-03-09,754,555,199,140,7,1,3,27,21
2016-03-10,547,429,118,58,5,0,11,17,27
2016-03-11,618,456,162,107,7,1,10,26,11
2016-03-12,1578,1021,557,295,150,28,10,42,32
2016-03-13,2779,1707,1072,604,282,56,36,47,47
2016-03-14,961,726,235,126,19,13,14,27,36
2016-03-15,936,765,171,83,21,9,7,33,18
2016-03-16,1518,1042,476,292,15,15,24,100,30
2016-03-17,1769,1100,669,433,23,32,24,123,34
2016-03-18,1395,841,554,310,95,25,26,71,27
2016-03-19,1141,753,388,199,119,4,18,23,25
2016-03-20,3539,2140,1399,700,478,58,42,66,55
2016-03-21,2631,1618,1013,479,296,68,49,49,72
2016-03-22,1314,818,496,306,73,36,8,49,24
2016-03-23,773,558,215,118,42,7,6,23,19
2016-03-24,877,547,330,189,31,39,11,22,38
2016-03-25,689,463,226,104,52,31,4,11,24
2016-03-26,2241,1344,897,455,231,51,26,46,88
2016-03-27,5580,3326,2254,1424,545,57,55,109,64
2016-03-28,2647,1602,1045,474,339,84,25,88,35
2016-03-29,3297,1673,1624,766,515,80,49,140,74
2016-03-30,912,482,430,127,191,32,14,27,39
2016-03-31,2426,1205,1221,524,433,77,36,115,36
2016-04-01,2300,1226,1074,489,352,54,23,133,23
2016-04-02,3305,1907,1398,801,391,45,38,79,44
2016-04-03,1639,1043,596,290,183,32,20,32,39
2016-04-04,2637,1311,1326,607,460,65,38,110,46
2016-04-05,2619,1401,1218,654,324,55,32,134,19
2016-04-06,1639,983,656,449,53,16,28,88,22
2016-04-07,765,517,248,160,10,6,13,33,26
2016-04-08,636,447,189,108,7,0,11,38,25
2016-04-09,2033,1308,725,439,190,13,27,31,25
2016-04-10,3773,2288,1485,837,372,39,49,86,102
2016-04-11,0,0,0,0,0,0,0,0,0
2016-04-12,0,0,0,0,0,0,0,0,0
2016-04-13,0,0,0,0,0,0,0,0,0
2016-04-14,0,0,0,0,0,0,0,0,0
2016-04-15,0,0,0,0,0,0,0,0,0
2016-04-16,3521,2116,1405,869,294,17,45,107,73
2016-04-17,1054,716,338,137,86,17,22,14,62
2016-04-18,910,625,285,108,93,5,9,29,41
2016-04-19,423,307,116,44,18,16,6,17,15
2016-04-20,1685,1058,627,430,24,0,21,116,36
2016-04-21,2019,1294,725,452,29,3,42,161,38
2016-04-22,1834,1187,647,386,50,1,26,162,22
2016-04-23,1299,884,415,165,100,33,38,12,67
2016-04-24,7596,4538,3058,2026,634,77,74,148,99
2016-04-25,1590,1096,494,271,42,3,20,140,18
2016-04-26,1158,748,410,203,14,0,23,110,60
2016-04-27,0,0,0,0,0,0,0,0,0
2016-04-28,1631,973,658,258,30,44,37,203,86
2016-04-29,881,599,282,109,73,33,12,31,24
2016-04-30,1678,1044,634,303,148,31,45,69,38
2016-05-01,8136,4987,3149,1752,707,103,122,317,148
2016-05-02,7583,4708,2875,1774,216,15,117,632,121
2016-05-03,20167,11398,8769,4864,1942,195,301,1157,310
2016-05-04,5389,3226,2163,1430,393,65,70,128,77
2016-05-05,12045,6719,5326,3554,1035,115,145,349,128
2016-05-06,2949,1820,1129,621,79,26,70,255,78
2016-05-07,2296,1480,816,424,187,26,44,48,87
2016-05-08,7153,4200,2953,1761,699,77,99,221,96
2016-05-09,1730,1039,691,364,25,6,42,205,49
2016-05-10,1646,946,700,369,28,34,66,69,134
2016-05-11,0,0,0,0,0,0,0,0,0
2016-05-12,1286,566,720,135,68,189,98,44,186
2016-05-13,2835,1523,1312,700,48,222,36,163,143
2016-05-14,6737,3663,3074,1848,598,106,124,218,180
2016-05-15,5866,3440,2426,1422,579,87,91,127,120
2016-05-16,679,334,345,126,16,130,4,30,39
2016-05-17,1781,1030,751,400,76,16,44,106,109
2016-05-18,1959,1117,842,433,63,115,27,122,82
2016-05-19,2610,1017,1593,760,54,375,26,125,253
2016-05-20,3206,1287,1919,1197,63,235,36,105,283
2016-05-21,5689,3094,2595,1391,475,81,99,136,413
2016-05-22,6411,3757,2654,1421,578,66,96,151,342
2016-05-23,2039,1131,908,647,13,4,25,107,112
2016-05-24,2381,1110,1271,998,20,2,24,96,131
2016-05-25,0,0,0,0,0,0,0,0,0
2016-05-26,2201,899,1302,717,24,259,28,88,186
2016-05-27,2554,939,1615,1118,18,84,15,140,240
2016-05-28,4860,2919,1941,1328,232,31,77,187,86
2016-05-29,6266,3551,2715,1471,507,41,86,193,417
2016-05-30,2580,1210,1370,327,708,26,50,179,80
2016-05-31,983,351,632,216,9,265,16,48,78
2016-06-01,491,260,231,49,0,101,9,28,44
2016-06-02,1889,1021,868,593,9,60,23,74,109
2016-06-03,2630,979,1651,926,16,405,28,59,217
2016-06-04,1527,741,786,188,77,107,25,47,342
2016-06-05,4686,2779,1907,1173,341,25,98,175,95
2016-06-06,2351,1252,1099,495,259,34,39,178,94
2016-06-07,2145,1108,1037,528,105,61,32,168,143
2016-06-08,0,0,0,0,0,0,0,0,0
2016-06-09,1396,406,990,357,158,306,5,48,116
2016-06-10,2946,1165,1781,806,383,163,34,49,346
2016-06-11,5184,2867,2317,1294,497,42,70,140,274
2016-06-12,4968,2910,2058,1188,559,18,59,104,130
2016-06-13,415,265,150,20,89,1,6,0,34
2016-06-14,1264,526,738,448,132,12,13,24,109
2016-06-15,3094,1425,1669,794,397,0,22,116,340
2016-06-16,1445,547,898,466,242,2,13,20,155
2016-06-17,1034,543,491,142,284,2,4,3,56
2016-06-18,4572,2367,2205,1273,423,39,42,63,365
2016-06-19,5761,3412,2349,1456,521,32,97,142,101
2016-06-20,377,186,191,30,34,2,6,68,51
2016-06-21,3707,1392,2315,1188,413,132,32,88,462
2016-06-22,0,0,0,0,0,0,0,0,0
2016-06-23,2894,1085,1809,607,562,91,41,90,418
2016-06-24,2529,984,1545,658,454,24,30,75,304
2016-06-25,674,381,293,96,113,9,19,12,44
2016-06-26,1258,787,471,220,145,12,22,26,46
2016-06-27,1668,997,671,343,92,4,40,95,97
2016-06-28,2888,908,1980,630,845,106,44,85,270
2016-06-29,2320,941,1379,656,413,2,30,108,170
2016-06-30,2478,886,1592,350,891,12,38,68,233
2016-07-01,2012,884,1128,597,230,25,26,60,190
2016-07-02,2201,1165,1036,578,171,17,25,39,206
2016-07-03,4363,2557,1806,1093,435,38,56,107,77
2016-07-04,2103,1067,1036,695,127,2,31,51,130
2016-07-05,2189,806,1383,404,647,82,26,92,132
2016-07-06,2893,773,2120,443,1156,150,22,70,279
2016-07-07,1655,952,703,315,121,34,37,89,107
2016-07-08,2559,887,1672,842,438,66,33,79,214
2016-07-09,4468,2387,2081,1148,446,47,72,63,305
2016-07-10,985,632,353,159,92,7,17,17,61
2016-07-11,1530,996,534,344,26,5,24,67,68
2016-07-12,2337,989,1348,409,311,205,40,75,308
2016-07-13,0,0,0,0,0,0,0,0,0
2016-07-14,1750,948,802,476,27,92,16,66,125
2016-07-15,2394,900,1494,720,347,34,39,95,259
2016-07-16,4621,1928,2693,914,531,56,390,111,691
2016-07-17,5031,2953,2078,1181,516,47,92,141,101
2016-07-18,4520,2555,1965,1096,493,88,66,139,83
2016-07-19,889,425,464,78,299,3,19,22,43
2016-07-20,1678,845,833,343,184,19,12,135,140
2016-07-21,1969,741,1228,283,584,40,32,90,199
2016-07-22,1863,965,898,529,125,13,34,83,114
2016-07-23,7848,4675,3173,1667,972,73,121,169,171
2016-07-24,5164,3058,2106,1313,470,65,72,111,75
2016-07-25,2453,1370,1083,567,208,28,36,150,94
2016-07-26,2993,1493,1500,743,371,48,65,138,135
2016-07-27,0,0,0,0,0,0,0,0,0
2016-07-28,1160,626,534,179,172,33,19,62,69
2016-07-29,722,384,338,79,107,63,19,10,60
2016-07-30,8007,4758,3249,1497,1176,138,99,170,169
2016-07-31,3906,2256,1650,871,474,75,61,81,88
2016-08-01,2595,1351,1244,479,505,73,47,73,67
2016-08-02,2379,1239,1140,471,443,88,20,64,54
2016-08-03,2718,1381,1337,582,479,62,48,89,77
2016-08-04,2528,1267,1261,499,435,74,62,85,106
2016-08-05,2385,1173,1212,530,392,95,27,78,90
2016-08-06,9245,5355,3890,1844,1426,185,139,134,162
2016-08-07,2870,1733,1137,596,321,69,45,46,60
2016-08-08,2962,1566,1396,660,477,73,20,77,89
2016-08-09,3531,1754,1777,837,579,91,29,125,116
2016-08-10,0,0,0,0,0,0,0,0,0
2016-08-11,5329,3085,2244,1308,556,96,72,132,80
2016-08-12,4253,2348,1905,898,618,120,62,125,82
2016-08-13,10091,6082,4009,1984,1286,276,129,199,135
2016-08-14,9483,5854,3629,1752,1161,275,130,184,127
2016-08-15,8725,5380,3345,1703,1017,209,120,169,127
2016-08-16,3068,1834,1234,650,343,74,48,72,47
2016-08-17,274,162,112,25,44,13,4,2,24
2016-08-18,3145,1726,1419,732,403,54,31,91,108
2016-08-19,3078,1609,1469,771,425,55,24,100,94
2016-08-20,2969,1850,1119,404,361,179,34,37,104
2016-08-21,2993,1779,1214,700,280,34,44,71,85
2016-08-22,509,339,170,44,37,16,7,4,62
2016-08-23,1130,683,447,205,107,41,17,40,37
2016-08-24,0,0,0,0,0,0,0,0,0
2016-08-25,3518,1656,1862,626,726,78,58,139,235
2016-08-26,1327,393,934,392,375,29,18,17,103
2016-08-27,14097,8615,5482,2780,1826,157,193,298,228
2016-08-28,6023,3522,2501,1628,492,43,97,124,117
2016-08-29,2738,1532,1206,815,158,10,21,92,110
2016-08-30,1908,712,1196,667,318,7,10,45,149
2016-08-31,2543,615,1928,443,1117,104,23,26,215
2016-09-01,2429,847,1582,895,417,11,17,44,198
2016-09-02,3887,1255,2632,1050,902,311,27,55,287
2016-09-03,4779,2647,2132,1281,411,36,55,146,203
2016-09-04,6020,3601,2419,1468,605,30,88,135,93
2016-09-05,2895,1288,1607,950,397,2,20,63,175
2016-09-06,1195,424,771,238,414,0,3,30,86
2016-09-07,4393,1437,2956,1363,1010,112,24,89,358
2016-09-08,3356,1163,2193,778,981,41,34,59,300
2016-09-09,1693,596,1097,352,580,13,12,14,126
2016-09-10,3849,2089,1760,966,375,29,72,61,257
2016-09-11,6633,3866,2767,1701,651,53,100,132,130
2016-09-12,3267,1582,1685,1083,231,9,47,140,175
2016-09-13,3860,1153,2707,1364,792,6,26,90,429
2016-09-14,0,0,0,0,0,0,0,0,0
2016-09-15,3902,1252,2650,887,1193,1,90,114,365
2016-09-16,4800,1331,3469,1558,1291,19,48,125,428
2016-09-17,3223,1905,1318,658,326,40,62,66,166
2016-09-18,7978,4386,3592,2395,711,64,112,155,155
2016-09-19,6399,3763,2636,1569,625,71,59,192,120
2016-09-20,2697,1270,1427,755,332,1,32,131,176
2016-09-21,3694,1178,2516,1130,740,4,57,189,396
2016-09-22,6601,3583,3018,1572,904,73,111,251,107
2016-09-23,1078,420,658,184,271,8,7,53,135
2016-09-24,4607,2692,1915,1117,425,24,67,180,102
2016-09-25,7720,4114,3606,1989,790,219,148,264,196
2016-09-26,2553,1276,1277,684,243,10,46,172,122
2016-09-27,4594,1470,3124,1415,1193,3,28,196,289
2016-09-28,0,0,0,0,0,0,0,0,0
2016-09-29,3604,1028,2576,1384,762,10,30,81,309
2016-09-30,2968,1234,1734,951,60,110,137,213,263
2016-10-01,5483,3116,2367,1308,513,43,86,227,190
2016-10-02,6707,3745,2962,1617,721,63,108,269,184
2016-10-03,1153,342,811,521,128,3,4,22,133
2016-10-04,2630,802,1828,949,518,2,17,64,278
2016-10-05,2447,877,1570,826,81,69,111,129,354
2016-10-06,1457,398,1059,538,259,27,11,20,204
2016-10-07,2674,957,1717,1164,58,26,18,76,375
2016-10-08,3765,2321,1444,738,399,38,71,99,99
2016-10-09,4838,2962,1876,995,526,48,74,132,101
2016-10-10,3540,2091,1449,707,448,58,54,83,99
2016-10-11,1664,807,857,475,133,9,15,108,117
2016-10-12,0,0,0,0,0,0,0,0,0
2016-10-13,2243,800,1443,775,273,18,48,111,218
2016-10-14,1840,809,1031,419,337,40,27,103,105
2016-10-15,4692,2600,2092,1168,469,57,89,192,117
2016-10-16,8136,4470,3666,2112,909,78,109,297,161
2016-10-17,1398,833,565,198,188,4,23,124,28
2016-10-18,1846,953,893,514,54,48,10,170,97
2016-10-19,2118,1178,940,445,115,12,45,230,93
2016-10-20,260,188,72,33,2,4,5,2,26
2016-10-21,794,464,330,189,5,52,22,29,33
2016-10-22,1662,1037,625,281,210,14,22,50,48
2016-10-23,2760,1731,1029,531,294,23,47,48,86
2016-10-24,762,535,227,154,21,2,6,28,16
2016-10-25,1317,789,528,335,14,1,16,106,56
2016-10-26,0,0,0,0,0,0,0,0,0
2016-10-27,1135,710,425,242,14,77,17,38,37
2016-10-28,1395,858,537,363,54,0,25,52,43
2016-10-29,1911,1115,796,385,267,23,28,35,58
2016-10-30,2049,1248,801,404,252,31,19,37,58
2016-10-31,265,143,122,27,65,1,4,5,20
2016-11-01,711,445,266,123,81,2,10,28,22
2016-11-02,847,356,491,244,122,37,8,28,52
2016-11-03,816,543,273,96,104,16,14,25,18
2016-11-04,962,658,304,169,31,14,10,34,46
2016-11-05,737,484,253,79,103,16,8,10,37
2016-11-06,27,15,12,1,3,0,1,0,7
2016-11-07,0,0,0,0,0,0,0,0,0
2016-11-08,0,0,0,0,0,0,0,0,0
2016-11-09,0,0,0,0,0,0,0,0,0
2016-11-10,0,0,0,0,0,0,0,0,0
2016-11-11,0,0,0,0,0,0,0,0,0
2016-11-12,2423,1552,871,460,232,21,45,63,50
2016-11-13,1873,1154,719,408,190,21,29,28,43
2016-11-14,1324,742,582,242,196,3,12,67,62
2016-11-15,283,221,62,31,2,0,9,11,9
2016-11-16,564,325,239,87,8,84,10,15,35
2016-11-17,542,373,169,86,0,13,9,21,40
2016-11-18,502,316,186,131,11,1,4,16,23
2016-11-19,2650,1567,1083,593,279,55,34,49,73
2016-11-20,1708,1144,564,303,171,16,29,20,25
2016-11-21,825,500,325,179,81,3,7,32,23
2016-11-22,451,238,213,140,10,18,4,14,27
2016-11-23,1237,764,473,255,134,28,13,27,16
2016-11-24,0,0,0,0,0,0,0,0,0
2016-11-25,441,276,165,47,59,18,10,16,15
2016-11-26,1261,780,481,251,121,19,19,28,43
2016-11-27,2030,1236,794,442,199,26,33,37,57
2016-11-28,485,382,103,55,33,1,5,8,1
2016-11-29,344,249,95,63,11,2,2,7,10
2016-11-30,282,218,64,31,3,0,3,17,10
